"cluster","dataset","n_cells","cluster_dataset_fraction","lineage_wide_dataset_fraction","enrichment","high_enrichment_low_count_flag","audit_threshold"
"8","GSE326225",17,0.0625,0.0225952227243383,2.76607142857143,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","GSE326225",10,0.0454545454545455,0.0225952227243383,2.01168831168831,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"0","HRA003620",421,0.0735114370525581,0.0480662010681378,1.52937896939992,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","HRA003620",17,0.00473142220985249,0.0480662010681378,0.098435534839654,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","HRA003620",48,0.0200250312891114,0.0480662010681378,0.416613563046604,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","HRA003620",0,0,0.0480662010681378,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","HRA003620",109,0.0868525896414343,0.0480662010681378,1.80693684359023,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","HRA003620",58,0.0652418447694038,0.0480662010681378,1.35733308061767,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","HRA003620",29,0.0506993006993007,0.0480662010681378,1.05478068939607,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","HRA003620",106,0.234513274336283,0.0480662010681378,4.87896420197305,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","HRA003620",28,0.102941176470588,0.0480662010681378,2.14165409753645,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","HRA003620",3,0.0136363636363636,0.0480662010681378,0.283699633699634,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"0","InhouseData",2,0.00034922297887201,0.130993602910969,0.00266595445206101,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","InhouseData",61,0.0169774561647648,0.130993602910969,0.129605230999744,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","InhouseData",92,0.0383813099707968,0.130993602910969,0.293001407075451,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","InhouseData",1643,0.988567990373045,0.130993602910969,7.54668906270892,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","InhouseData",46,0.0366533864541833,0.130993602910969,0.27981050707564,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","InhouseData",118,0.132733408323959,0.130993602910969,1.01328160592829,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","InhouseData",93,0.162587412587413,0.130993602910969,1.2411858974359,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","InhouseData",110,0.243362831858407,0.130993602910969,1.85782226345672,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","InhouseData",53,0.194852941176471,0.130993602910969,1.48749967056715,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","InhouseData",14,0.0636363636363636,0.130993602910969,0.485797491039426,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"0","PRJNA662018",5214,0.91042430591933,0.75033746111861,1.21335312855373,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"1","PRJNA662018",3188,0.887280823824102,0.75033746111861,1.18250903067179,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"2","PRJNA662018",1892,0.789319983312474,0.75033746111861,1.05195331995786,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"3","PRJNA662018",0,0,0.75033746111861,0,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"4","PRJNA662018",994,0.79203187250996,0.75033746111861,1.05556754600682,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"5","PRJNA662018",649,0.730033745781777,0.75033746111861,0.972940554898373,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"6","PRJNA662018",303,0.52972027972028,0.75033746111861,0.705976053668662,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"7","PRJNA662018",193,0.426991150442478,0.75033746111861,0.569065483956932,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"8","PRJNA662018",168,0.617647058823529,0.75033746111861,0.823159032874002,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
"9","PRJNA662018",184,0.836363636363636,0.75033746111861,1.11464998044583,FALSE,"enrichment>=3 and n_cells<50; audit only, no gate"
