"cluster","group","n_cells","resolution","field","within_cluster_fraction"
"6","HRA003620_NC-30",0,0.2,"orig.ident",0
"7","HRA003620_NC-30",1,0.2,"orig.ident",0.00480769230769231
"8","HRA003620_NC-30",6,0.2,"orig.ident",0.0434782608695652
"0","PRJNA662018_PRJNA662018_P1N1",1941,0.2,"orig.ident",0.310808646917534
"1","PRJNA662018_PRJNA662018_P1N1",181,0.2,"orig.ident",0.0639575971731449
"2","PRJNA662018_PRJNA662018_P1N1",112,0.2,"orig.ident",0.0434613892122623
"3","PRJNA662018_PRJNA662018_P1N1",0,0.2,"orig.ident",0
"4","PRJNA662018_PRJNA662018_P1N1",237,0.2,"orig.ident",0.238190954773869
"5","PRJNA662018_PRJNA662018_P1N1",27,0.2,"orig.ident",0.0598669623059867
"6","PRJNA662018_PRJNA662018_P1N1",86,0.2,"orig.ident",0.203791469194313
"7","PRJNA662018_PRJNA662018_P1N1",17,0.2,"orig.ident",0.0817307692307692
"8","PRJNA662018_PRJNA662018_P1N1",15,0.2,"orig.ident",0.108695652173913
"0","PRJNA662018_PRJNA662018_P1T1",396,0.2,"orig.ident",0.0634107285828663
"1","PRJNA662018_PRJNA662018_P1T1",283,0.2,"orig.ident",0.1
"2","PRJNA662018_PRJNA662018_P1T1",139,0.2,"orig.ident",0.0539386883973613
"3","PRJNA662018_PRJNA662018_P1T1",0,0.2,"orig.ident",0
"4","PRJNA662018_PRJNA662018_P1T1",90,0.2,"orig.ident",0.0904522613065327
"5","PRJNA662018_PRJNA662018_P1T1",4,0.2,"orig.ident",0.00886917960088692
"6","PRJNA662018_PRJNA662018_P1T1",9,0.2,"orig.ident",0.0213270142180095
"7","PRJNA662018_PRJNA662018_P1T1",27,0.2,"orig.ident",0.129807692307692
"8","PRJNA662018_PRJNA662018_P1T1",13,0.2,"orig.ident",0.0942028985507246
"0","PRJNA662018_PRJNA662018_P2T2",1157,0.2,"orig.ident",0.185268214571657
"1","PRJNA662018_PRJNA662018_P2T2",664,0.2,"orig.ident",0.234628975265018
"2","PRJNA662018_PRJNA662018_P2T2",413,0.2,"orig.ident",0.160263872720217
"3","PRJNA662018_PRJNA662018_P2T2",0,0.2,"orig.ident",0
"4","PRJNA662018_PRJNA662018_P2T2",115,0.2,"orig.ident",0.115577889447236
"5","PRJNA662018_PRJNA662018_P2T2",132,0.2,"orig.ident",0.292682926829268
"6","PRJNA662018_PRJNA662018_P2T2",60,0.2,"orig.ident",0.14218009478673
"7","PRJNA662018_PRJNA662018_P2T2",71,0.2,"orig.ident",0.341346153846154
"8","PRJNA662018_PRJNA662018_P2T2",17,0.2,"orig.ident",0.123188405797101
"0","PRJNA662018_PRJNA662018_P3N3",795,0.2,"orig.ident",0.127301841473179
"1","PRJNA662018_PRJNA662018_P3N3",25,0.2,"orig.ident",0.0088339222614841
"2","PRJNA662018_PRJNA662018_P3N3",258,0.2,"orig.ident",0.10011641443539
"3","PRJNA662018_PRJNA662018_P3N3",0,0.2,"orig.ident",0
"4","PRJNA662018_PRJNA662018_P3N3",151,0.2,"orig.ident",0.151758793969849
"5","PRJNA662018_PRJNA662018_P3N3",5,0.2,"orig.ident",0.0110864745011086
"6","PRJNA662018_PRJNA662018_P3N3",16,0.2,"orig.ident",0.037914691943128
"7","PRJNA662018_PRJNA662018_P3N3",1,0.2,"orig.ident",0.00480769230769231
"8","PRJNA662018_PRJNA662018_P3N3",11,0.2,"orig.ident",0.0797101449275362
"0","PRJNA662018_PRJNA662018_P3T3",535,0.2,"orig.ident",0.0856685348278623
"1","PRJNA662018_PRJNA662018_P3T3",228,0.2,"orig.ident",0.080565371024735
"2","PRJNA662018_PRJNA662018_P3T3",324,0.2,"orig.ident",0.125727590221187
"3","PRJNA662018_PRJNA662018_P3T3",0,0.2,"orig.ident",0
"4","PRJNA662018_PRJNA662018_P3T3",54,0.2,"orig.ident",0.0542713567839196
"5","PRJNA662018_PRJNA662018_P3T3",7,0.2,"orig.ident",0.0155210643015521
"6","PRJNA662018_PRJNA662018_P3T3",41,0.2,"orig.ident",0.0971563981042654
"7","PRJNA662018_PRJNA662018_P3T3",6,0.2,"orig.ident",0.0288461538461538
"8","PRJNA662018_PRJNA662018_P3T3",19,0.2,"orig.ident",0.13768115942029
"0","PRJNA662018_PRJNA662018_P4T4",0,0.2,"orig.ident",0
"1","PRJNA662018_PRJNA662018_P4T4",522,0.2,"orig.ident",0.184452296819788
"2","PRJNA662018_PRJNA662018_P4T4",337,0.2,"orig.ident",0.130772215754754
"3","PRJNA662018_PRJNA662018_P4T4",2,0.2,"orig.ident",0.0013986013986014
"4","PRJNA662018_PRJNA662018_P4T4",33,0.2,"orig.ident",0.0331658291457286
"5","PRJNA662018_PRJNA662018_P4T4",0,0.2,"orig.ident",0
"6","PRJNA662018_PRJNA662018_P4T4",62,0.2,"orig.ident",0.146919431279621
"7","PRJNA662018_PRJNA662018_P4T4",37,0.2,"orig.ident",0.177884615384615
"8","PRJNA662018_PRJNA662018_P4T4",10,0.2,"orig.ident",0.072463768115942
"0","PRJNA662018_PRJNA662018_P5T5",14,0.2,"orig.ident",0.0022417934347478
"1","PRJNA662018_PRJNA662018_P5T5",141,0.2,"orig.ident",0.0498233215547703
"2","PRJNA662018_PRJNA662018_P5T5",113,0.2,"orig.ident",0.0438494373302289
"3","PRJNA662018_PRJNA662018_P5T5",1,0.2,"orig.ident",0.000699300699300699
"4","PRJNA662018_PRJNA662018_P5T5",8,0.2,"orig.ident",0.00804020100502513
"5","PRJNA662018_PRJNA662018_P5T5",0,0.2,"orig.ident",0
"6","PRJNA662018_PRJNA662018_P5T5",14,0.2,"orig.ident",0.033175355450237
"7","PRJNA662018_PRJNA662018_P5T5",5,0.2,"orig.ident",0.0240384615384615
"8","PRJNA662018_PRJNA662018_P5T5",9,0.2,"orig.ident",0.0652173913043478
"0","PRJNA662018_PRJNA662018_P6N2",831,0.2,"orig.ident",0.13306645316253
"1","PRJNA662018_PRJNA662018_P6N2",51,0.2,"orig.ident",0.0180212014134276
"2","PRJNA662018_PRJNA662018_P6N2",191,0.2,"orig.ident",0.0741171905316259
"3","PRJNA662018_PRJNA662018_P6N2",0,0.2,"orig.ident",0
"4","PRJNA662018_PRJNA662018_P6N2",92,0.2,"orig.ident",0.0924623115577889
"5","PRJNA662018_PRJNA662018_P6N2",13,0.2,"orig.ident",0.0288248337028825
"6","PRJNA662018_PRJNA662018_P6N2",67,0.2,"orig.ident",0.158767772511848
"7","PRJNA662018_PRJNA662018_P6N2",4,0.2,"orig.ident",0.0192307692307692
"8","PRJNA662018_PRJNA662018_P6N2",12,0.2,"orig.ident",0.0869565217391304
"0","PRJNA662018_PRJNA662018_P6T6",104,0.2,"orig.ident",0.0166533226581265
"1","PRJNA662018_PRJNA662018_P6T6",28,0.2,"orig.ident",0.00989399293286219
