"cluster","group","n_cells","resolution","field","within_cluster_fraction"
"8","HRA003620_BC-04",7,0.2,"orig.ident",0.00925925925925926
"9","HRA003620_BC-04",2,0.2,"orig.ident",0.00391389432485323
"10","HRA003620_BC-04",0,0.2,"orig.ident",0
"11","HRA003620_BC-04",0,0.2,"orig.ident",0
"0","HRA003620_BC-05",115,0.2,"orig.ident",0.0107677902621723
"1","HRA003620_BC-05",128,0.2,"orig.ident",0.0123719311811328
"2","HRA003620_BC-05",59,0.2,"orig.ident",0.0186002522068096
"3","HRA003620_BC-05",98,0.2,"orig.ident",0.0315925209542231
"4","HRA003620_BC-05",8,0.2,"orig.ident",0.00285714285714286
"5","HRA003620_BC-05",0,0.2,"orig.ident",0
"6","HRA003620_BC-05",31,0.2,"orig.ident",0.0314083080040527
"7","HRA003620_BC-05",5,0.2,"orig.ident",0.00595947556615018
"8","HRA003620_BC-05",15,0.2,"orig.ident",0.0198412698412698
"9","HRA003620_BC-05",9,0.2,"orig.ident",0.0176125244618395
"10","HRA003620_BC-05",15,0.2,"orig.ident",0.0334075723830735
"11","HRA003620_BC-05",5,0.2,"orig.ident",0.0335570469798658
"0","HRA003620_BC-11",165,0.2,"orig.ident",0.0154494382022472
"1","HRA003620_BC-11",110,0.2,"orig.ident",0.010632128358786
"2","HRA003620_BC-11",37,0.2,"orig.ident",0.0116645649432535
"3","HRA003620_BC-11",149,0.2,"orig.ident",0.048033526756931
"4","HRA003620_BC-11",11,0.2,"orig.ident",0.00392857142857143
"5","HRA003620_BC-11",0,0.2,"orig.ident",0
"6","HRA003620_BC-11",25,0.2,"orig.ident",0.0253292806484296
"7","HRA003620_BC-11",10,0.2,"orig.ident",0.0119189511323004
"8","HRA003620_BC-11",19,0.2,"orig.ident",0.0251322751322751
"9","HRA003620_BC-11",9,0.2,"orig.ident",0.0176125244618395
"10","HRA003620_BC-11",4,0.2,"orig.ident",0.0089086859688196
"11","HRA003620_BC-11",6,0.2,"orig.ident",0.0402684563758389
"0","HRA003620_BC-24",218,0.2,"orig.ident",0.0204119850187266
"1","HRA003620_BC-24",84,0.2,"orig.ident",0.0081190798376184
"2","HRA003620_BC-24",12,0.2,"orig.ident",0.00378310214375788
"3","HRA003620_BC-24",77,0.2,"orig.ident",0.024822695035461
"4","HRA003620_BC-24",5,0.2,"orig.ident",0.00178571428571429
"5","HRA003620_BC-24",0,0.2,"orig.ident",0
"6","HRA003620_BC-24",1,0.2,"orig.ident",0.00101317122593718
"7","HRA003620_BC-24",10,0.2,"orig.ident",0.0119189511323004
"8","HRA003620_BC-24",3,0.2,"orig.ident",0.00396825396825397
"9","HRA003620_BC-24",4,0.2,"orig.ident",0.00782778864970646
"10","HRA003620_BC-24",0,0.2,"orig.ident",0
"11","HRA003620_BC-24",1,0.2,"orig.ident",0.00671140939597315
"0","HRA003620_BC-27",124,0.2,"orig.ident",0.0116104868913858
"1","HRA003620_BC-27",54,0.2,"orig.ident",0.0052194084670404
"2","HRA003620_BC-27",45,0.2,"orig.ident",0.0141866330390921
"3","HRA003620_BC-27",49,0.2,"orig.ident",0.0157962604771115
"4","HRA003620_BC-27",2,0.2,"orig.ident",0.000714285714285714
"5","HRA003620_BC-27",0,0.2,"orig.ident",0
"6","HRA003620_BC-27",5,0.2,"orig.ident",0.00506585612968592
"7","HRA003620_BC-27",6,0.2,"orig.ident",0.00715137067938021
"8","HRA003620_BC-27",4,0.2,"orig.ident",0.00529100529100529
"9","HRA003620_BC-27",3,0.2,"orig.ident",0.00587084148727984
"10","HRA003620_BC-27",2,0.2,"orig.ident",0.0044543429844098
"11","HRA003620_BC-27",0,0.2,"orig.ident",0
"0","HRA003620_BC-30",785,0.2,"orig.ident",0.073501872659176
"1","HRA003620_BC-30",318,0.2,"orig.ident",0.0307365165281268
"2","HRA003620_BC-30",168,0.2,"orig.ident",0.0529634300126103
"3","HRA003620_BC-30",211,0.2,"orig.ident",0.0680206318504191
"4","HRA003620_BC-30",40,0.2,"orig.ident",0.0142857142857143
"5","HRA003620_BC-30",0,0.2,"orig.ident",0
"6","HRA003620_BC-30",25,0.2,"orig.ident",0.0253292806484296
"7","HRA003620_BC-30",57,0.2,"orig.ident",0.067938021454112
"8","HRA003620_BC-30",23,0.2,"orig.ident",0.0304232804232804
"9","HRA003620_BC-30",59,0.2,"orig.ident",0.11545988258317
"10","HRA003620_BC-30",1,0.2,"orig.ident",0.0022271714922049
"11","HRA003620_BC-30",19,0.2,"orig.ident",0.12751677852349
"0","HRA003620_NC-01",46,0.2,"orig.ident",0.00430711610486891
"1","HRA003620_NC-01",590,0.2,"orig.ident",0.057026870288034
"2","HRA003620_NC-01",102,0.2,"orig.ident",0.032156368221942
"3","HRA003620_NC-01",90,0.2,"orig.ident",0.0290135396518375
"4","HRA003620_NC-01",4,0.2,"orig.ident",0.00142857142857143
"5","HRA003620_NC-01",0,0.2,"orig.ident",0
"6","HRA003620_NC-01",55,0.2,"orig.ident",0.0557244174265451
"7","HRA003620_NC-01",0,0.2,"orig.ident",0
"8","HRA003620_NC-01",15,0.2,"orig.ident",0.0198412698412698
"9","HRA003620_NC-01",9,0.2,"orig.ident",0.0176125244618395
"10","HRA003620_NC-01",11,0.2,"orig.ident",0.0244988864142539
"11","HRA003620_NC-01",1,0.2,"orig.ident",0.00671140939597315
"0","HRA003620_NC-04",75,0.2,"orig.ident",0.00702247191011236
"1","HRA003620_NC-04",1882,0.2,"orig.ident",0.181906050647593
"2","HRA003620_NC-04",50,0.2,"orig.ident",0.0157629255989912
"3","HRA003620_NC-04",189,0.2,"orig.ident",0.0609284332688588
"4","HRA003620_NC-04",17,0.2,"orig.ident",0.00607142857142857
"5","HRA003620_NC-04",0,0.2,"orig.ident",0
"6","HRA003620_NC-04",7,0.2,"orig.ident",0.00709219858156028
"7","HRA003620_NC-04",0,0.2,"orig.ident",0
"8","HRA003620_NC-04",10,0.2,"orig.ident",0.0132275132275132
"9","HRA003620_NC-04",2,0.2,"orig.ident",0.00391389432485323
"10","HRA003620_NC-04",2,0.2,"orig.ident",0.0044543429844098
"11","HRA003620_NC-04",2,0.2,"orig.ident",0.0134228187919463
"0","HRA003620_NC-05",430,0.2,"orig.ident",0.0402621722846442
"1","HRA003620_NC-05",833,0.2,"orig.ident",0.0805142083897158
"2","HRA003620_NC-05",251,0.2,"orig.ident",0.0791298865069357
"3","HRA003620_NC-05",247,0.2,"orig.ident",0.0796260477111541
