"cluster","group","proportion_within_cluster"
"3","HRA003620_BC-04",0.000645637336284818
"4","HRA003620_BC-04",0.000748152997287945
"5","HRA003620_BC-04",0.00198506475092164
"6","HRA003620_BC-04",0.00193573364305072
"7","HRA003620_BC-04",0.0021481178396072
"8","HRA003620_BC-04",0.00294241277847835
"9","HRA003620_BC-04",0.000627155848228285
"0","HRA003620_BC-05",0.0315738732224632
"1","HRA003620_BC-05",0.0190392684912632
"10","HRA003620_BC-05",0.0220125786163522
"11","HRA003620_BC-05",0.0392038600723764
"12","HRA003620_BC-05",0.0142671854734112
"2","HRA003620_BC-05",0.0107979782508807
"3","HRA003620_BC-05",0.0195535878989116
"4","HRA003620_BC-05",0.0127186009538951
"5","HRA003620_BC-05",0.0246715190471689
"6","HRA003620_BC-05",0.0205187766163376
"7","HRA003620_BC-05",0.00838788870703764
"8","HRA003620_BC-05",0.00938769791228808
"9","HRA003620_BC-05",0.0186578864847915
"0","HRA003620_BC-11",0.115690527838033
"1","HRA003620_BC-11",0.0403958163712657
"10","HRA003620_BC-11",0.0223619846261356
"11","HRA003620_BC-11",0.0241254523522316
"12","HRA003620_BC-11",0.0155642023346304
"13","HRA003620_BC-11",0.00317460317460317
"2","HRA003620_BC-11",0.0468678204931843
"3","HRA003620_BC-11",0.029422615753551
"4","HRA003620_BC-11",0.0216964369213504
"5","HRA003620_BC-11",0.059079308063144
"6","HRA003620_BC-11",0.0482965543941154
"7","HRA003620_BC-11",0.0310965630114566
"8","HRA003620_BC-11",0.0210172341319882
"9","HRA003620_BC-11",0.0591094386955158
"0","HRA003620_BC-24",0.0339840925524223
"1","HRA003620_BC-24",0.0303751487442851
"10","HRA003620_BC-24",0.0143256464011181
"11","HRA003620_BC-24",0.014475271411339
"12","HRA003620_BC-24",0.0687418936446174
"2","HRA003620_BC-24",0.0568234032776842
"3","HRA003620_BC-24",0.0138350857775318
"4","HRA003620_BC-24",0.0225381090432994
"5","HRA003620_BC-24",0.0505718877020512
"6","HRA003620_BC-24",0.00551684088269454
"7","HRA003620_BC-24",0.0274140752864157
"8","HRA003620_BC-24",0.0421745831581897
"9","HRA003620_BC-24",0.017717152712449
"0","HRA003620_BC-27",0.0154736080983369
"1","HRA003620_BC-27",0.0178493142105593
"10","HRA003620_BC-27",0.0302236198462614
"11","HRA003620_BC-27",0.00361881785283474
"12","HRA003620_BC-27",0.0609597924773022
"2","HRA003620_BC-27",0.0205238168172768
"3","HRA003620_BC-27",0.0193691200885446
"4","HRA003620_BC-27",0.0174880763116057
"5","HRA003620_BC-27",0.0323281973721524
"6","HRA003620_BC-27",0.0173248161053039
"7","HRA003620_BC-27",0.0283346972176759
"8","HRA003620_BC-27",0.0109289617486339
"9","HRA003620_BC-27",0.0195986202571339
"0","HRA003620_BC-30",0.045649554109424
"1","HRA003620_BC-30",0.0498528214442287
"10","HRA003620_BC-30",0.0195667365478686
"11","HRA003620_BC-30",0.0132689987937274
"12","HRA003620_BC-30",0.0804150453955901
"13","HRA003620_BC-30",0.00634920634920635
"2","HRA003620_BC-30",0.0381375402052382
"3","HRA003620_BC-30",0.0177089097952407
"4","HRA003620_BC-30",0.0367530159917703
"5","HRA003620_BC-30",0.0254277341903772
"6","HRA003620_BC-30",0.0191637630662021
"7","HRA003620_BC-30",0.0478723404255319
"8","HRA003620_BC-30",0.0411937788986969
"9","HRA003620_BC-30",0.0202257761053622
"0","HRA003620_NC-01",0.0037117377681369
"1","HRA003620_NC-01",0.00350723366944323
"10","HRA003620_NC-01",0.0150244584206848
"11","HRA003620_NC-01",0.00301568154402895
"12","HRA003620_NC-01",0.00324254215304799
"2","HRA003620_NC-01",0.00291009342931536
"3","HRA003620_NC-01",0.004058291828076
"4","HRA003620_NC-01",0.014214906948471
"5","HRA003620_NC-01",0.00425371018054637
"6","HRA003620_NC-01",0.00319396051103368
"7","HRA003620_NC-01",0.00562602291325696
"8","HRA003620_NC-01",0.00532436598010369
"9","HRA003620_NC-01",0.00454687989965506
"0","HRA003620_NC-04",0.000819474572186069
"1","HRA003620_NC-04",0.0019415043527275
"10","HRA003620_NC-04",0.00681341719077568
"11","HRA003620_NC-04",0.00180940892641737
"12","HRA003620_NC-04",0.00518806744487678
"2","HRA003620_NC-04",0.00336958186552305
"3","HRA003620_NC-04",0.00175244419848736
"4","HRA003620_NC-04",0.00336668848779575
"5","HRA003620_NC-04",0.00472634464505152
"6","HRA003620_NC-04",0.000483933410762679
"7","HRA003620_NC-04",0.00930851063829787
"8","HRA003620_NC-04",0.00406333193218439
"9","HRA003620_NC-04",0.00282220131702728
"0","HRA003620_NC-05",0.0203422511448542
"1","HRA003620_NC-05",0.0239869731320849
"10","HRA003620_NC-05",0.0211390635918938
"11","HRA003620_NC-05",0.060313630880579
"12","HRA003620_NC-05",0.00648508430609598
"2","HRA003620_NC-05",0.0107213968448461
"3","HRA003620_NC-05",0.0194613539937281
"4","HRA003620_NC-05",0.014214906948471
"5","HRA003620_NC-05",0.0112487002552226
"6","HRA003620_NC-05",0.0210994967092528
"7","HRA003620_NC-05",0.0106382978723404
"8","HRA003620_NC-05",0.0105086170659941
"9","HRA003620_NC-05",0.0224208215741612
"0","HRA003620_NC-11",0.0255965292841649
"1","HRA003620_NC-11",0.0279326110102086
"10","HRA003620_NC-11",0.0258560447239693
"11","HRA003620_NC-11",0.0367913148371532
"12","HRA003620_NC-11",0.0149156939040208
"2","HRA003620_NC-11",0.0111808852810538
"3","HRA003620_NC-11",0.0123593432945951
"4","HRA003620_NC-11",0.0202936500514355
"5","HRA003620_NC-11",0.028169014084507
"6","HRA003620_NC-11",0.0187766163375919
"7","HRA003620_NC-11",0.0648527004909984
"8","HRA003620_NC-11",0.0732800896735323
"9","HRA003620_NC-11",0.0431169645656946
"0","HRA003620_NC-24",0.00968908170643529
"1","HRA003620_NC-24",0.0147178555771278
"10","HRA003620_NC-24",0.00786163522012579
"11","HRA003620_NC-24",0.00301568154402895
"12","HRA003620_NC-24",0.0181582360570687
"2","HRA003620_NC-24",0.0259610966457344
"3","HRA003620_NC-24",0.00525733259546209
"4","HRA003620_NC-24",0.0160852894416908
"5","HRA003620_NC-24",0.0197561206163153
"6","HRA003620_NC-24",0.00106465350367789
"7","HRA003620_NC-24",0.0111497545008183
"8","HRA003620_NC-24",0.00826677875858204
"9","HRA003620_NC-24",0.00376293508936971
"0","HRA003620_NC-27",0.0160520607375271
"1","HRA003620_NC-27",0.0258658483121438
"10","HRA003620_NC-27",0.0393081761006289
"11","HRA003620_NC-27",0.00723763570566948
"12","HRA003620_NC-27",0.0389105058365759
"13","HRA003620_NC-27",0.00317460317460317
"2","HRA003620_NC-27",0.0589676826466534
"3","HRA003620_NC-27",0.0116214720531267
"4","HRA003620_NC-27",0.0348826334985505
"5","HRA003620_NC-27",0.0382833916249173
"6","HRA003620_NC-27",0.002710027100271
"7","HRA003620_NC-27",0.024652209492635
"8","HRA003620_NC-27",0.0176544766708701
"9","HRA003620_NC-27",0.00376293508936971
"0","HRA003620_NC-30",0.0114244396240058
"1","HRA003620_NC-30",0.0267426567295046
"10","HRA003620_NC-30",0.0363382250174703
"11","HRA003620_NC-30",0.00422195416164053
"12","HRA003620_NC-30",0.0291828793774319
"13","HRA003620_NC-30",0.00317460317460317
"2","HRA003620_NC-30",0.0328534231888497
"3","HRA003620_NC-30",0.028408042796532
"4","HRA003620_NC-30",0.0573272234171888
"5","HRA003620_NC-30",0.0380943378391152
"6","HRA003620_NC-30",0.0178087495160666
"7","HRA003620_NC-30",0.0483837970540098
"8","HRA003620_NC-30",0.0252206809583859
"9","HRA003620_NC-30",0.0203825650674193
"0","PRJNA662018_PRJNA662018_P1N1",0.00438659918052543
"1","PRJNA662018_PRJNA662018_P1N1",0.013340013778418
"10","PRJNA662018_PRJNA662018_P1N1",0.010482180293501
"11","PRJNA662018_PRJNA662018_P1N1",0.0790108564535585
"12","PRJNA662018_PRJNA662018_P1N1",0.00972762645914397
"2","PRJNA662018_PRJNA662018_P1N1",0.0082707918517384
"3","PRJNA662018_PRJNA662018_P1N1",0.0107913669064748
"4","PRJNA662018_PRJNA662018_P1N1",0.0220705134199944
"5","PRJNA662018_PRJNA662018_P1N1",0.012572076755837
"6","PRJNA662018_PRJNA662018_P1N1",0.0104529616724739
"7","PRJNA662018_PRJNA662018_P1N1",0.0168780687397709
"8","PRJNA662018_PRJNA662018_P1N1",0.0190556256130027
"9","PRJNA662018_PRJNA662018_P1N1",0.0111320163060521
"0","PRJNA662018_PRJNA662018_P1T1",0.0116172571704025
"1","PRJNA662018_PRJNA662018_P1T1",0.0280578693555458
"10","PRJNA662018_PRJNA662018_P1T1",0.0221872816212439
"11","PRJNA662018_PRJNA662018_P1T1",0.0150784077201448
"12","PRJNA662018_PRJNA662018_P1T1",0.0214007782101167
"2","PRJNA662018_PRJNA662018_P1T1",0.0274161433603921
"3","PRJNA662018_PRJNA662018_P1T1",0.0157719977863863
"4","PRJNA662018_PRJNA662018_P1T1",0.0338539231272795
"5","PRJNA662018_PRJNA662018_P1T1",0.0382833916249173
"6","PRJNA662018_PRJNA662018_P1T1",0.013550135501355
"7","PRJNA662018_PRJNA662018_P1T1",0.0245499181669394
"8","PRJNA662018_PRJNA662018_P1T1",0.0318060809864089
"9","PRJNA662018_PRJNA662018_P1T1",0.0185010975227344
"0","PRJNA662018_PRJNA662018_P2T2",0.0236683538201976
"1","PRJNA662018_PRJNA662018_P2T2",0.0308761821256341
"10","PRJNA662018_PRJNA662018_P2T2",0.0276030747728861
"11","PRJNA662018_PRJNA662018_P2T2",0.0367913148371532
"12","PRJNA662018_PRJNA662018_P2T2",0.0363164721141375
"2","PRJNA662018_PRJNA662018_P2T2",0.0369122377086843
"3","PRJNA662018_PRJNA662018_P2T2",0.0261944290721269
"4","PRJNA662018_PRJNA662018_P2T2",0.0310483493874497
"5","PRJNA662018_PRJNA662018_P2T2",0.0381888647320163
"6","PRJNA662018_PRJNA662018_P2T2",0.0318428184281843
"7","PRJNA662018_PRJNA662018_P2T2",0.0316080196399345
"8","PRJNA662018_PRJNA662018_P2T2",0.0442763065713885
"9","PRJNA662018_PRJNA662018_P2T2",0.0277516462841016
"0","PRJNA662018_PRJNA662018_P3N3",0.00636297903109183
"1","PRJNA662018_PRJNA662018_P3N3",0.0201665935992986
"10","PRJNA662018_PRJNA662018_P3N3",0.0131027253668763
"11","PRJNA662018_PRJNA662018_P3N3",0.0156815440289505
"12","PRJNA662018_PRJNA662018_P3N3",0.0214007782101167
"2","PRJNA662018_PRJNA662018_P3N3",0.0333129116250574
"3","PRJNA662018_PRJNA662018_P3N3",0.0107913669064748
"4","PRJNA662018_PRJNA662018_P3N3",0.0256242401571121
"5","PRJNA662018_PRJNA662018_P3N3",0.0253332072974761
"6","PRJNA662018_PRJNA662018_P3N3",0.00677506775067751
"7","PRJNA662018_PRJNA662018_P3N3",0.0203559738134206
"8","PRJNA662018_PRJNA662018_P3N3",0.0127504553734062
"9","PRJNA662018_PRJNA662018_P3N3",0.00878018187519599
"0","PRJNA662018_PRJNA662018_P3T3",0.00636297903109183
"1","PRJNA662018_PRJNA662018_P3T3",0.0212312895346652
"10","PRJNA662018_PRJNA662018_P3T3",0.0106568832983927
"11","PRJNA662018_PRJNA662018_P3T3",0.00361881785283474
"12","PRJNA662018_PRJNA662018_P3T3",0.00583657587548638
"2","PRJNA662018_PRJNA662018_P3T3",0.0114106294991576
"3","PRJNA662018_PRJNA662018_P3T3",0.0244419848736395
"4","PRJNA662018_PRJNA662018_P3T3",0.0161788085663518
"5","PRJNA662018_PRJNA662018_P3T3",0.0145571415067587
"6","PRJNA662018_PRJNA662018_P3T3",0.0194541231126597
"7","PRJNA662018_PRJNA662018_P3T3",0.0132978723404255
"8","PRJNA662018_PRJNA662018_P3T3",0.0114894213254869
"9","PRJNA662018_PRJNA662018_P3T3",0.019912198181248
"0","PRJNA662018_PRJNA662018_P4T4",0.0223186309954206
"1","PRJNA662018_PRJNA662018_P4T4",0.0164088432391808
"10","PRJNA662018_PRJNA662018_P4T4",0.0255066387141859
"11","PRJNA662018_PRJNA662018_P4T4",0.0180940892641737
"12","PRJNA662018_PRJNA662018_P4T4",0.0162127107652399
"13","PRJNA662018_PRJNA662018_P4T4",0.00634920634920635
"2","PRJNA662018_PRJNA662018_P4T4",0.0307091438198805
"3","PRJNA662018_PRJNA662018_P4T4",0.0191846522781775
"4","PRJNA662018_PRJNA662018_P4T4",0.0167399233143178
"5","PRJNA662018_PRJNA662018_P4T4",0.00756215143208243
"6","PRJNA662018_PRJNA662018_P4T4",0.0233255903987611
"7","PRJNA662018_PRJNA662018_P4T4",0.0206628477905074
"8","PRJNA662018_PRJNA662018_P4T4",0.0233991873336136
"9","PRJNA662018_PRJNA662018_P4T4",0.0188146754468485
"0","PRJNA662018_PRJNA662018_P5T5",0.000241021932995903
"1","PRJNA662018_PRJNA662018_P5T5",0.00125258345337258
"10","PRJNA662018_PRJNA662018_P5T5",0.000698812019566737
"11","PRJNA662018_PRJNA662018_P5T5",0.00060313630880579
"12","PRJNA662018_PRJNA662018_P5T5",0.0012970168612192
"2","PRJNA662018_PRJNA662018_P5T5",0.00612651248276918
"3","PRJNA662018_PRJNA662018_P5T5",0.000737871241468364
"4","PRJNA662018_PRJNA662018_P5T5",0.00112222949593192
"5","PRJNA662018_PRJNA662018_P5T5",0.000472634464505152
"7","PRJNA662018_PRJNA662018_P5T5",0.00112520458265139
"8","PRJNA662018_PRJNA662018_P5T5",0.000560459576853019
"9","PRJNA662018_PRJNA662018_P5T5",0.000470366886171214
"0","PRJNA662018_PRJNA662018_P6N2",0.00361532899493854
"1","PRJNA662018_PRJNA662018_P6N2",0.0169725057931985
"10","PRJNA662018_PRJNA662018_P6N2",0.00960866526904263
"11","PRJNA662018_PRJNA662018_P6N2",0.00361881785283474
"12","PRJNA662018_PRJNA662018_P6N2",0.00453955901426719
"2","PRJNA662018_PRJNA662018_P6N2",0.0111808852810538
"3","PRJNA662018_PRJNA662018_P6N2",0.0208448625714813
"4","PRJNA662018_PRJNA662018_P6N2",0.0227251472926213
"5","PRJNA662018_PRJNA662018_P6N2",0.012383022970035
"6","PRJNA662018_PRJNA662018_P6N2",0.0163569492837786
"7","PRJNA662018_PRJNA662018_P6N2",0.0154459901800327
"8","PRJNA662018_PRJNA662018_P6N2",0.00616505534538321
"9","PRJNA662018_PRJNA662018_P6N2",0.0122295390404516
"1","PRJNA662018_PRJNA662018_P6T6",6.2629172668629e-05
"10","PRJNA662018_PRJNA662018_P6T6",0.000524109014675052
"12","PRJNA662018_PRJNA662018_P6T6",0.0012970168612192
"2","PRJNA662018_PRJNA662018_P6T6",0.000918976872415378
"3","PRJNA662018_PRJNA662018_P6T6",9.22339051835455e-05
"4","PRJNA662018_PRJNA662018_P6T6",0.000561114747965959
"7","PRJNA662018_PRJNA662018_P6T6",0.000409165302782324
"0","PRJNA662018_PRJNA662018_P7T7",0.0037117377681369
"1","PRJNA662018_PRJNA662018_P7T7",0.00776601741091
"10","PRJNA662018_PRJNA662018_P7T7",0.006638714185884
"11","PRJNA662018_PRJNA662018_P7T7",0.00301568154402895
"12","PRJNA662018_PRJNA662018_P7T7",0.00648508430609598
"13","PRJNA662018_PRJNA662018_P7T7",0.00317460317460317
"2","PRJNA662018_PRJNA662018_P7T7",0.0128656762138153
"3","PRJNA662018_PRJNA662018_P7T7",0.0126360450101457
"4","PRJNA662018_PRJNA662018_P7T7",0.0124380435799121
"5","PRJNA662018_PRJNA662018_P7T7",0.0116268078268267
"6","PRJNA662018_PRJNA662018_P7T7",0.0130662020905923
