"from_resolution","to_resolution","parent_cluster","child_cluster","n_cells","fraction_of_parent"
0.8,1.2,"4","12",7,0.000659754948162111
0.8,1.2,"7","12",155,0.0173029694128154
0.8,1.2,"12","12",9,0.001875
0.8,1.2,"14","12",1,0.000730994152046784
0.8,1.2,"1","13",1,8.6617583369424e-05
0.8,1.2,"2","13",1,8.80902043692741e-05
0.8,1.2,"4","13",4,0.000377002827521206
0.8,1.2,"10","13",27,0.00430210325047801
0.8,1.2,"11","13",4785,0.950536352800953
0.8,1.2,"1","14",2,0.000173235166738848
0.8,1.2,"5","14",17,0.00183982683982684
0.8,1.2,"6","14",76,0.00825548555290028
0.8,1.2,"8","14",7,0.000803028564873236
0.8,1.2,"9","14",46,0.00565875261409768
0.8,1.2,"13","14",3119,0.998399487836108
0.8,1.2,"14","14",1,0.000730994152046784
0.8,1.2,"0","15",14,0.000958772770853308
0.8,1.2,"1","15",1,8.6617583369424e-05
0.8,1.2,"2","15",5,0.000440451021846371
0.8,1.2,"3","15",13,0.00117871067186508
0.8,1.2,"7","15",1,0.000111632060727841
0.8,1.2,"12","15",1508,0.314166666666667
0.8,1.2,"14","15",1365,0.99780701754386
0.8,1.2,"0","16",5,0.000342418846733324
0.8,1.2,"1","16",15,0.00129926375054136
0.8,1.2,"2","16",1,8.80902043692741e-05
0.8,1.2,"15","16",749,0.99205298013245
0.8,1.2,"0","17",1,6.84837693466648e-05
0.8,1.2,"1","17",368,0.031875270679948
0.8,1.2,"2","17",79,0.00695912614517266
0.8,1.2,"4","17",51,0.00480678605089538
0.8,1.2,"7","17",11,0.00122795266800625
0.8,1.2,"singleton","singleton",1,1
